date,season,location,roost,roost type,box exp,other animals in roost,time,bat.id,bag nr,genus,species,transmitter,tx mass,tx attachment,tx time on,recap,mass w bag,mass of bag,mass of bat,sex,age,FA.right,FA.left,repro state,nipple ,testes,testes size,bucchal gland,streblids,streblid counts,mites,mite counts,other parasites,parasites coll?,wingpunch (Dna/MHC),wingpunch samples,isotopes,fur samples (isotopes),feces,foto,blood smear,blood sample,vaginal smear,teeth,Team,comment,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,4,Rundkasten,no,0,day,00074FDE64,M25,Nyctalus,noctula,no,NA,NA,NA,yes,47,17,30,m,a,53.52,NA,scr,NA,s,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",many little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,49,Rundkasten,no,2,day,000799C001,K21,Nyctalus,noctula,no,NA,NA,NA,yes,54,26,28,f,a,52.99,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,49,Rundkasten,no,2,day,000786CA49,K8,Nyctalus,noctula,no,NA,NA,NA,yes,57,25,32,f,a,53.84,NA,nulli,s,NA,NA,NA,yes,1,yes,16,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,49,Rundkasten,no,2,day,000786D7BF,M6,Nyctalus,noctula,no,NA,NA,NA,yes,49,17,32,m,a,55.55,NA,scr,NA,m,NA,s,no,0,yes,1,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,47,Rundkasten,no,6,day,00079B0AE9,K8,Nyctalus,noctula,no,NA,NA,NA,no,54,25,29,f,a,54.77,NA,nulli,s,NA,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,47,Rundkasten,no,6,day,0007946F0B,K34,Nyctalus,noctula,no,NA,NA,NA,no,57,27,30,f,a,54.7,NA,nulli,s,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,47,Rundkasten,no,6,day,00074F47D2,K23,Nyctalus,noctula,no,NA,NA,NA,yes,59,27,32,m,a,55,NA,scr,NA,l,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",covered in small mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,47,Rundkasten,no,6,day,00074F725D,K17,Nyctalus,noctula,no,NA,NA,NA,no,56,27,29,f,a,53.64,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,47,Rundkasten,no,6,day,0007998BF4,K15,Nyctalus,noctula,no,NA,NA,NA,no,56,26,30,f,a,54.36,NA,nulli,s,NA,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,47,Rundkasten,no,6,day,000794675C,K37,Nyctalus,noctula,no,NA,NA,NA,no,50,24,26,f,a,53.15,NA,nulli,s,NA,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara","little mites, scar right wing",,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,47,Rundkasten,no,6,day,0007946B80,K16,Nyctalus,noctula,no,NA,NA,NA,no,55,25,30,f,a,54.85,NA,nulli,s,NA,NA,NA,no,0,yes,8,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,35,Rundkasten,no,6,day,000799E4F4,K36,Nyctalus,noctula,no,NA,NA,NA,no,52,24,28,f,a,52.34,NA,nulli,s,NA,NA,NA,yes,1,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara","wound under left nipple, scar left wing, many mites",,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,35,Rundkasten,no,6,day,00079AD2F4,K9,Nyctalus,noctula,no,NA,NA,NA,no,53,26,27,f,a,54.06,NA,nulli,s,NA,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",many little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,35,Rundkasten,no,6,day,0007948281,K37,Nyctalus,noctula,no,NA,NA,NA,yes,54,22,32,f,a,54.97,NA,nulli,s,NA,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",many little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,35,Rundkasten,no,6,day,000799AD76,K15,Nyctalus,noctula,no,NA,NA,NA,no,56,25,31,f,a,55.06,NA,nulli,s,NA,NA,NA,yes,1,yes,5,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",whole in right wing,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,35,Rundkasten,no,6,day,00074F54AE,K8,Nyctalus,noctula,no,NA,NA,NA,yes,57,26,31,m,a,53.5,NA,nr,NA,s,NA,s,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,35,Rundkasten,no,6,day,0007446AE1,K23,Nyctalus,noctula,no,NA,NA,NA,no,54,26,28,f,a,52.4,NA,nulli,s,NA,NA,NA,no,0,yes,2,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,35,Rundkasten,no,6,day,000799E1B9,K17,Nyctalus,noctula,no,NA,NA,NA,no,55,27,28,f,a,54.7,NA,plac,m,NA,NA,NA,no,0,yes,3,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,000786D310,K37,Nyctalus,noctula,no,NA,NA,NA,yes,54,24,30,f,a,55.09,NA,nulli,s,NA,NA,NA,no,0,yes,5,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,0007203EC7,M25,Nyctalus,noctula,no,NA,NA,NA,yes,50,17,33,f,a,54.7,NA,plac,l,NA,NA,NA,no,0,yes,4,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,0007947D87,K17,Nyctalus,noctula,no,NA,NA,NA,no,55,26,29,f,a,54.23,NA,nulli,s,NA,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,0007203C5E,K9,Nyctalus,noctula,no,NA,NA,NA,yes,56,26,30,f,a,53.3,NA,nulli,s,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,00079A8CEB,K15,Nyctalus,noctula,no,NA,NA,NA,yes,56,27,29,m,a,51.6,NA,nr,NA,s,NA,s,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,0007284D16,K8,Nyctalus,noctula,no,NA,NA,NA,yes,59,26,33,f,a,54.78,NA,plac,l,NA,NA,NA,no,0,yes,6,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,000799E2D0,Z5,Nyctalus,noctula,no,NA,NA,NA,no,52,25,27,f,a,54.2,NA,nulli,s,NA,NA,NA,no,0,no,0,yes,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",little mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,000799E9AE,K23,Nyctalus,noctula,no,NA,NA,NA,no,52,26.5,25.5,f,a,54.17,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",small whole in left wing,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,0007869250,K36,Nyctalus,noctula,no,NA,NA,NA,yes,58,25,33,f,a,54.4,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",few small mites,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,13,Rundkasten,no,9,day,000786D666,K34,Nyctalus,noctula,no,NA,NA,NA,yes,56,27,29,f,a,53.19,NA,nulli,s,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2017-11-07,autumn,Kreuzlingen Seeburgpark,15,Rundkasten,no,0,day,00074F6225,K42,Nyctalus,noctula,no,NA,NA,NA,no,53,25,28,m,a,52,NA,scr,NA,m,NA,s,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion,  Jenna, Lara",,,,
2018-04-11,spring,Bischofszell,121,Rundkasten,no,0,day,000786D5C5,S5,Nyctalus,noctula,no,NA,NA,NA,yes,45,22,23,f,a,52.95,NA,plac,m,NA,NA,s,no,0,yes,6,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,90,Rundkasten,no,0,day,00074F5C15,K17,Nyctalus,leisleri,no,NA,NA,NA,yes,38,24,14,f,a,45.38,NA,plac,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,61,Rundkasten,no,2,day,00079A6195,K27,Nyctalus,leisleri,no,NA,NA,NA,no,36,24,12,f,a,42.41,NA,nulli,s,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,61,Rundkasten,no,2,day,00074F575C,K12,Nyctalus,leisleri,no,NA,NA,NA,no,34,24,10,m,a,44.13,NA,nr,NA,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,61,Rundkasten,no,2,day,00079A2655,K22,Nyctalus,leisleri,no,NA,NA,NA,no,38,22,16,f,a,42.06,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,260,Rundkasten,no,0,day,000799F204,K14,Nyctalus,noctula,no,NA,NA,NA,no,51,22,29,m,a,55.13,NA,scr,NA,s,NA,s,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,408,Rundkasten,no,2,day,00074F53F4,K12,Nyctalus,leisleri,no,NA,NA,NA,no,32,21,11,f,a,42.53,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,408,Rundkasten,no,2,day,00079A094D,S5,Nyctalus,leisleri,no,NA,NA,NA,no,35,22,13,f,a,41.89,NA,nulli,s,NA,NA,NA,yes,1,yes,6,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,408,Rundkasten,no,2,day,000786D95C,K17,Nyctalus,leisleri,no,NA,NA,NA,yes,36,25,11,m,a,42.68,NA,scr,NA,s,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-11,spring,Bischofszell,439,Rundkasten,no,0,day,00079A2658,K17,Nyctalus,leisleri,no,NA,NA,NA,no,37,26,11,f,a,44.64,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Marion, Lena, Camilla",,,,
2018-04-12,spring,Frauenfeld,12,Rundkasten,no,1,day,000786B14E,K38,Nyctalus,noctula,no,NA,NA,NA,yes,46,22,24,f,a,55.27,NA,plac,m,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,12,Rundkasten,no,1,day,00074F53CB,K2,Nyctalus,noctula,no,NA,NA,NA,no,NA,24,NA,f,a,55.83,NA,plac,m,NA,NA,NA,no,0,yes,5,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",serveral nymphs,,,
2018-04-12,spring,Frauenfeld,19,Rundkasten,no,2,day,00071A7637,B39,Nyctalus,noctula,no,NA,NA,NA,yes,41.5,16.5,25,m,a,53,NA,scr,NA,s,NA,s,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",serveral nymphs,,,
2018-04-12,spring,Frauenfeld,19,Rundkasten,no,2,day,00074FA69E,K6,Nyctalus,noctula,no,NA,NA,NA,no,47,22,25,f,a,53.67,NA,plac,m,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",bruise,,,
2018-04-12,spring,Frauenfeld,19,Rundkasten,no,2,day,000799C291,F11,Nyctalus,noctula,no,NA,NA,NA,no,39,17,22,f,a,55.25,NA,plac,m,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F7B4E,S6,Nyctalus,noctula,no,NA,NA,NA,no,45,22,23,m,a,54.79,NA,scr,NA,s,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F5528,F9,Nyctalus,noctula,no,NA,NA,NA,no,37,16,21,f,a,53.46,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,holw in right wing,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074D8475,K4,Nyctalus,noctula,no,NA,NA,NA,no,43,25,18,f,a,53.3,NA,nulli,s,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074FD78D,Z7,Nyctalus,noctula,no,NA,NA,NA,no,44,23,21,f,a,55.2,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,hole in left wing,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074BE28C,M25,Nyctalus,noctula,no,NA,NA,NA,no,40,16,24,m,a,54.5,NA,scr,NA,s,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,right wing half destroyed,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F6959,F11,Nyctalus,noctula,no,NA,NA,NA,no,39,17,22,m,a,52.3,NA,nr,NA,s,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,white spots,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F8344,K31,Nyctalus,noctula,no,NA,NA,NA,no,49,23,26,f,a,56.6,NA,plac,m,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",white crusts on fur near right foot,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074C19EA,K40,Nyctalus,noctula,no,NA,NA,NA,no,47,25,22,f,a,53.3,NA,plac,m,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DC0CE,K29,Nyctalus,noctula,no,NA,NA,NA,no,47,24,23,f,a,55,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074FA78C,K11,Nyctalus,noctula,no,NA,NA,NA,no,47,24,23,f,a,54,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074D9AEE,M6,Nyctalus,noctula,no,NA,NA,NA,no,39,16,23,f,a,54.1,NA,plac,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",many nymphs,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074FE2FA,K24,Nyctalus,noctula,no,NA,NA,NA,no,46,25,21,f,a,49.8,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F6DB4,K37,Nyctalus,noctula,no,NA,NA,NA,no,45,24,21,m,a,53.3,NA,scr,NA,s,NA,m,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",some white crusts on wing and foot,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DC3F6,K15,Nyctalus,noctula,no,NA,NA,NA,no,46.5,26,20.5,m,a,53,NA,scr,NA,s,NA,m,yes,2,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DDA74,M0,Nyctalus,noctula,no,NA,NA,NA,no,39,20,19,f,a,53.2,NA,nulli,s,NA,NA,NA,yes,1,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",crust on ear,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F4243,K19,Nyctalus,noctula,no,NA,NA,NA,no,44,23,21,f,a,54.39,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",some nymphs,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F6D56,K34,Nyctalus,noctula,no,NA,NA,NA,no,48,25,23,f,a,56.8,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",few nymphs,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,000799AD84,K31,Nyctalus,noctula,no,NA,NA,NA,no,48,24,24,f,a,56.08,NA,plac,m,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00079A504D,S10,Nyctalus,noctula,no,NA,NA,NA,no,42,20,22,f,a,54.9,NA,plac,m,NA,NA,NA,yes,1,yes,9,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F4E20,P8,Nyctalus,noctula,no,NA,NA,NA,no,60,40,20,f,a,52.4,NA,nulli,s,NA,NA,NA,yes,1,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",2 nymphs,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00079AB6D6,K21,Nyctalus,noctula,no,NA,NA,NA,no,47,25,22,f,a,54.4,NA,plac,s,NA,NA,NA,yes,1,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00079B0679,K10,Nyctalus,noctula,no,NA,NA,NA,no,47.5,24,23.5,f,a,56.8,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F82FE,K2,Nyctalus,noctula,no,NA,NA,NA,no,50,24,26,f,a,53.1,NA,plac,m,NA,NA,NA,no,0,yes,6,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",many nymphs,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DC677,K3,Nyctalus,noctula,no,NA,NA,NA,no,46,26,20,m,a,57.6,NA,scr,NA,s,NA,s,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074FF23C,K6,Nyctalus,noctula,no,NA,NA,NA,no,46,22.5,23.5,f,a,53.3,NA,plac,m,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F5002,K10,Nyctalus,noctula,no,NA,NA,NA,no,45,25,20,f,a,53.2,NA,plac,s,NA,NA,NA,no,0,yes,5,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,0007999537,Ecotone,Nyctalus,noctula,no,NA,NA,NA,no,43,22,21,f,a,53.29,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F4BA0,K2,Nyctalus,noctula,no,NA,NA,NA,no,47,22,25,f,a,54.81,NA,plac,m,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074C3458,S10,Nyctalus,noctula,no,NA,NA,NA,yes,41,19,22,m,a,52.95,NA,nr,,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna","Transponder visible -> removed, no new transponder",,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F8625,K38,Nyctalus,noctula,no,NA,NA,NA,no,48,23,25,f,a,53.88,NA,plac,m,NA,NA,NA,yes,1,yes,11,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074FE6EE,Ecotone,Nyctalus,noctula,no,NA,NA,NA,no,42,19,23,f,a,55.92,NA,plac,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F810F,Z8,Nyctalus,noctula,no,NA,NA,NA,no,48,26,22,f,a,54.98,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074F64A1,Z3,Nyctalus,noctula,no,NA,NA,NA,no,42,20,22,f,a,52.69,NA,plac,m,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DBE4E,K23,Nyctalus,noctula,no,NA,NA,NA,no,46,25,21,m,a,54.37,NA,scr,NA,m,NA,s,yes,1,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074FD27E,K16,Nyctalus,noctula,no,NA,NA,NA,no,46,24,22,f,a,57.02,NA,nulli,s,NA,NA,NA,no,0,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,000799E6AD,S1,Nyctalus,noctula,no,NA,NA,NA,yes,44,20,24,f,a,54.05,NA,plac,l,NA,NA,NA,no,0,yes,7,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074FA2B4,F4,Nyctalus,noctula,no,NA,NA,NA,no,39,14,25,f,a,56.48,NA,plac,s,NA,NA,NA,yes,1,yes,1,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",down left wing white crust,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DE356,K7,Nyctalus,noctula,no,NA,NA,NA,no,44,20,24,f,a,53.67,NA,plac,m,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DCB7F,K35,Nyctalus,noctula,no,NA,NA,NA,no,43,20,23,m,a,54.62,NA,nr,NA,s,NA,s,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",small hole right wing,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00079A3D90,S10,Nyctalus,noctula,no,NA,NA,NA,no,44,19,25,f,a,56.16,NA,nulli,s,NA,NA,NA,no,0,no,0,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,000799E0A3,K19,Nyctalus,noctula,no,NA,NA,NA,no,50,24,26,f,a,56.36,NA,plac,m,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00079AF2F7,K36,Nyctalus,noctula,no,NA,NA,NA,no,47,23,24,f,a,53.09,NA,nulli,s,NA,NA,NA,no,0,yes,5,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,0007884F93,K32,Nyctalus,noctula,no,NA,NA,NA,yes,48,23,25,f,a,56.03,NA,plac,m,NA,NA,NA,no,0,yes,4,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
2018-04-12,spring,Frauenfeld,W,Wintertonne,no,50,day,00074DA49A,K2,Nyctalus,noctula,no,NA,NA,NA,no,49,24,25,f,a,54.16,NA,plac,s,NA,NA,NA,no,0,yes,2,no,no,no,no,no,no,no,no,no,no,no,,"Lara, Lena, Marion, Jenna",,,,
